min Pi1 [1/Pa],max Pi1 [1/Pa],min Pi2 [ ],max Pi2 [ ],min Pi3 [kg/s^3/K],max Pi3 [kg/s^3/K]
0.0006313131313131314,255.10204081632654,4.563806675509265e-8,5131.5490853641,2.7502314814814817,1.8355555555555555e6
