log(min Pi1 [1/Pa]),log(max Pi1 [1/Pa]),log(min Pi2 [ ]),log(max Pi2 [ ]),log(min Pi3 [kg/s^3/K]),log(max Pi3 [kg/s^3/K])
-3.1997551772534747,2.406713932979543,-7.340672760734498,3.710248487464814,0.43936924906633523,6.263767533545039
